,Unnamed: 0,Total,Change,Percent,Song_uuid,Song_name,creditName,nexttoken
1125427,25821,3721,0,0.0,aa5426a-c6b2-48b3-ab35-52a58921d389,Cicatrices,Airbag,WzM3MjIsNzQ5MDUyNzcwXQ==
1126508,26902,3668,1197,48.44,e4cade0-7472-4caa-8657-9676be709292,Tout s'en va,Luv Resval,WzM2NjgsNDU4MTY5MDNd
1126582,26976,3664,-100,-2.66,78d45de-1be8-46cb-bbb5-0d2cc24a8851,لله درك قد هزمت سعادتي,Ishak Ahmaro,WzM2NjgsNDU4MTY5MDNd
1126666,27060,3659,-96,-2.56,8a7b326-85ba-46c8-b380-45f40d464065,Elbalady Howa Elli Yeksab,Nicole Saba,WzM2NjIsMjc1MTQ4NzFd
1126827,27221,3651,-100,-2.67,8a97939-0532-4330-8c4b-dda1cd4db3c9,Kahan? Kyun? Kaise?,Rajjo Senpai,WzM2NTIsNzM0NTI4NjQzXQ==
1127732,28126,3605,0,0.0,f4e4a3d-7af0-491e-84a3-e6efcba00a17,Tek Kotek Kotek,Cantik,WzM2MDYsMzAyOTgxMzld
1128011,28405,3589,-93,-2.53,5a8dba8-83bf-4fc2-9687-ef246b33c441,Besa Besë,Gold Ag,WzM1ODksNjQ0Mzg2NzUzXQ==
1128468,28862,3568,-97,-2.65,a400445-4537-4b9d-b2d5-d2830de241b5,وحدانية يا لميمة,زينة الداودية,WzM1NzAsMTA3OTAyNjFd
1128554,28948,3564,0,0.0,78e0449-8527-4599-a4d2-bb0b78061d1a,"In the Chicken Coop, Pt. 9",Relaxing White Noise Sounds,WzM1NjYsNjcwNzM3MTMxXQ==
1128583,28977,3563,0,0.0,a4c95a9-c2f3-4f12-a5fe-0262002bf24e,Tansah Kelingan (feat. Wulandari),Campursari Sangga Buana & Wulandari,WzM1NjYsNjcwNzM3MTMxXQ==
1128597,28991,3562,0,0.0,1e840a1-84f0-66f8-ae49-aa1c026db3d8,Helli,LaLa,WzM1NjYsNjcwNzM3MTMxXQ==
1128602,28996,3562,0,0.0,6affbdd-a1ff-4f73-b363-c113572a5f5f,El Amor de mi Vida,Dani Carrasco,WzM1NjYsNjcwNzM3MTMxXQ==
1128770,29164,3553,-99,-2.71,d7acbc2-b14a-4b44-a914-e033b2adce61,"Daddy! Daddy! Do! (from ""Kaguya-Sama: Love is War"")",AmaLee,WzM1NTYsMjA3MjI3NDld
1129060,29454,3539,-93,-2.56,8fe67aa-e221-4ca6-80a2-beb56a22047a,Oudri Kanda Larrai,MC Suave,WzM1NDEsMjYyODUxMDdd
1129386,29780,3523,-96,-2.65,1e1decc-fc98-11e8-9acb-549f35141000,Бывшая,LIZER,WzM1MjcsMjgxODMyMTFd
1129389,29783,3523,-97,-2.68,a2e42e2-3ccf-11ea-84a3-801844ee83a6,No Problem,SLAVA MARLOW,WzM1MjcsMjgxODMyMTFd
1129991,30385,3494,0,0.0,d6a9992-0edf-11ea-8141-549f35161576,Kereta Api,PERGI BELAJAR,WzM0OTksNzU4MjEyNzc0XQ==
1131094,31488,3444,-94,-2.66,21cc61e-c63e-11e8-93ad-549f35141000,И на всички като тебе,Desi Slava,WzM0NDgsMzM3MDM4Nzc2XQ==
1131254,31648,3437,-97,-2.74,ae773eb-8f47-428c-85cb-727b3472b8c3,Ya Ghali,Rayen Youssef & Weld el 15,WzM0MzksNjMxODY2MDI5XQ==
1131489,31883,3427,-100,-2.84,2d20095-49a4-45d6-a1a3-38f9a39022ae,Christmassy!,THE BOYZ,WzM0MzAsNTk5OTYwNzI1XQ==
1131654,32048,3420,-83,-2.37,7ba8557-b0b6-42d2-89c0-37c05e33533f,ないものねだり - Revenge THE FIRST TAKE,Kana-Boon,WzM0MjIsNjM1MzIxNTA1XQ==
1131726,32120,3417,-95,-2.71,f1507c8-827f-49bf-9055-21cc15f31ed6,طبسي صاي حمى بل بيضا راني عمى,Cheb Amine Tigre,WzM0MTgsNjg2MzIzMTE0XQ==
1131919,32313,3408,-93,-2.66,826c182-b1a9-43d9-8618-0b064e3a1454,Xijaab,Awaale Adan,WzM0MDgsMTEzNDk1NTZd
1132561,32955,3378,0,0.0,1743465-720f-46e1-bc7a-3b66088f1535,Una Eternidad,Grupo Recluta,WzMzODEsNzA1MDUxODMwXQ==
1133583,33977,3330,263,8.58,db0dcc5-259f-4b04-926d-162e65469002,Southgate You're the One (Football's Coming Home Again),Atomic Kitten,WzMzMzQsNjI2MDE0Mjk2XQ==
1133700,34094,3325,-86,-2.52,10ba15c-c650-11e8-9a7b-549f35161576,Фары,PIZZA,WzMzMjksNjcxMzkwNzI0XQ==
1133784,34178,3322,-96,-2.81,e648ba6-cc68-47cc-af06-196c0d592e1c,Adebayor,ELTOPO 72,WzMzMjUsNTU5MDQzMDRd
1134069,34463,3309,0,0.0,1e8410c-4e54-f990-b608-a0369fe50396,Nama Nama Hari,Lagu Anak Terpopuler Dan Terlaris & Shava,WzMzMTIsMjkyNzQ4MjVd
1134424,34818,3292,0,0.0,d630166-fcda-4cb0-8053-03fc00003df3,Fall Fast in Love,Rod Wave,WzMyOTIsMjk4Njc0MDhd
1134517,34911,3288,-100,-2.95,8d86589-89d5-4c99-819f-eed93ca1099d,Gu,Freaky & Seachains,WzMyODgsMzAyNjg5OTdd
1134546,34940,3286,-60,-1.79,1e84090-16bf-3ef4-9664-aa1c026db3d8,Ko-ko Euro spoko,Jarzebina,WzMyODgsMzAyNjg5OTdd
1134898,35292,3272,-48,-1.45,1e840c1-bdac-a5d6-a9b3-aa1c026db3d8,La Llamada,Noriel & Brytiago,WzMyNzYsNjM2NTM0MjczXQ==
1135832,36226,3233,-94,-2.83,1e8263b-64fc-c704-a133-aa1c026db3d8,I'm a Thunderdome Baby,Gabbaheads,WzMyMzQsMTg4MzgyOV0=
1136026,36420,3224,-100,-3.01,1e840de-a1a2-948c-8c9a-aa1c026db3d8,Money,Hannibal Leq,WzMyMjUsMTQxODQxMTBd
1136082,36476,3222,-94,-2.83,da8f8fc-df7e-11e8-b0f2-549f35141000,Нощта гърми,Galin & Lorena,WzMyMjUsMTQxODQxMTBd
1136383,36777,3209,-64,-1.96,8b195a1-2150-4142-ae67-89fac19ce12e,Buio di giorno,Frah Quintale,WzMyMTIsNjgxMzM3MTYyXQ==
1136386,36780,3209,0,0.0,8fbe975-14e4-48cb-baa1-8d5484e31ed1,Tek Kotek-Kotek,PERGI BELAJAR,WzMyMTIsNjgxMzM3MTYyXQ==
1136392,36786,3209,-80,-2.43,d2ceeb1-17cc-4b66-a7a5-fde9b233fbab,Watashijyanakattandane.,Riria.,WzMyMTIsNjgxMzM3MTYyXQ==
1136412,36806,3208,0,0.0,aa553d5-4bd2-4609-9085-1401a434c13c,Rondo Kempling (feat. Itok & Wulan Sragen),Campursari Sangga Buana & Itok & Wulan Sragen,WzMyMDgsMTc1NDgyODBd
1136714,37108,3196,0,0.0,a209210-f805-4d75-99b6-7065d4c0f91b,El Chelino,Comando Exclusivo,WzMxOTYsNjYzNTUzMTI5XQ==
1136795,37189,3192,-99,-3.01,9504240-f267-11e9-a29e-549f35141000,Tengo Mis Tres Amores,Los Yakis,WzMxOTYsNjYzNTUzMTI5XQ==
1137318,37712,3171,-59,-1.83,eb2f0af-317a-4c73-aaa2-686b754b8374,Fedwa Le Jamaloh,Farid Albabely,WzMxNzEsOTM4MzEwNV0=
1137402,37796,3168,0,0.0,73a0f07-ab64-42fa-b7c5-cde819493823,Tiada Guna (feat. Elsa Safira),Dangdut Koplo Rgs & Elsa Safira,WzMxNzEsOTM4MzEwNV0=
1137896,38290,3147,0,0.0,88d1ba9-1394-48d0-86c9-1cd4ee84c0fd,Déjame Vivir Mi Vida,Rosita de Espinar,WzMxNTEsNzUxMzg1NTI2XQ==
1139311,39705,3093,-98,-3.07,572d0fa-9ed8-4c7b-b2db-8141f084ed63,Pekka Clash Royale,Hat Black,WzMwOTMsNjQ1MjY3ODEzXQ==
1139699,40093,3077,-66,-2.1,41c00e0-0e95-4d7e-a33d-38b579755f81,Before the Morning Comes,sir Was,WzMwODAsMTEwMTkyMzVd
1140300,40694,3053,0,0.0,9324116-5d53-4163-9048-5490ec95465d,Natural Beauty,Nature Sounds,WzMwNTcsNzI5ODExOTkzXQ==
1140530,40924,3044,-98,-3.12,5ba9905-d66b-405b-a26e-d23b405fb82c,Capsuleo (feat. Clandestino & Yailemm),Master Joe & Clandestino & Yailemm,WzMwNDUsNjg0OTI2NTY0XQ==
1142044,42438,2985,-98,-3.18,d4ca4c7-ec29-4dfb-9f65-4b5a9ac6f6dc,HMU,Tobias Dray,WzI5ODYsNTI0Nzg5NzNd
1142209,42603,2980,-93,-3.03,2322357-dc9f-47a1-b795-98960d6df9a6,Qasmi Jani,وليد التلاوي,WzI5ODAsNjI3MTA3NjE1XQ==
1142220,42614,2980,-32,-1.06,a1ff725-2a76-4856-9321-422483658e72,春に眠る,式浦躁吾,WzI5ODAsNjI3MTA3NjE1XQ==
1143163,43557,2945,-99,-3.25,3158bba-e95c-11e8-b74e-549f35141000,Think About Us,Little Mix,WzI5NDgsNzY0MTI3ODYzXQ==
1143173,43567,2945,-81,-2.68,893b2f3-d98e-4225-8675-a9f33aab0d5b,Manège,Djadja & Dinaz,WzI5NDgsNzY0MTI3ODYzXQ==
1144013,44407,2911,-89,-2.97,1e8261e-5c3b-297a-b2b5-a0369fe50396,Dreamer (original club mix),Livin' Joy,WzI5MTIsNjc2Nzk0MDc4XQ==
1144953,45347,2878,0,0.0,78d68c1-2da6-4e5e-bc18-4ed6579f65c5,Teteseng Tresno (feat. Nn),Langgam Campursari Koplo & NN,WzI4NzksMTIyMTk2ODZd
1145383,45777,2862,-62,-2.12,0558aea-ee07-41ab-b571-c828ccf845c0,Vursunlar,Tekir,WzI4NjUsNzMzNTM5MTMxXQ==
1145620,46014,2852,0,0.0,5402b1a-889d-11e9-b13d-e4434b2a4898,El Comandante Negro,El Comando Exclusivo,WzI4NTMsNzEzNTI3NTcwXQ==
1146117,46511,2834,0,0.0,5ccf120-0178-459b-ae74-486af6ec1b56,Dragon Ball z (Chala Head Chala) Opening,Otakus Beat,WzI4MzQsMjgwNjMwNThd
1148400,48794,2755,0,0.0,757bc2c-b5b2-48f7-b121-71af2a530a12,"Mari Kangen (feat. Wulandari, Putri & Suji)",Campursari Sangga Buana & Wulandari & Putri & Suji,WzI3NTgsMTU5MTM5XQ==
1148432,48826,2754,-97,-3.4,8132ec4-861b-4d5b-a9f9-d3fcf248652f,سقمو رواحكم يا خرفان شبيبا مهمشا,Cheikh Chayeb,WzI3NTUsNzg4Nzc3MzY1XQ==
1148661,49055,2745,0,0.0,bda2ecc-8a18-11e9-9183-549f35141000,Ninggal Tatu,Didi Kempot,WzI3NDcsNjc2NDIzMjA2XQ==
1148803,49197,2742,0,0.0,0fc9b40-01b6-4911-8708-e4b08c460c33,El Jimmy Galvan 2,El Comando Exclusivo,WzI3NDQsNjMxOTQyMjg0XQ==
1149174,49568,2729,0,0.0,88655cd-6cb5-4c39-ab9a-2c21cb3b767e,Bimbang (feat. Dian Marshanda),Dangdut Koplo Rgs & Dian Marshanda,WzI3MzEsNzI1Mjg1NzMzXQ==
1149447,49841,2719,0,0.0,3f618d4-53b3-45d6-92f6-f3d27429f1a7,Recuerdos,Edhisson,WzI3MjAsNjQwNzIzNDcyXQ==
1149452,49846,2719,-83,-2.96,3c1a9c4-581f-425a-9537-637421fc1858,Are You Ready,Fransiskus & MICHELINO FRANSISKUS SINURAT,WzI3MjAsNjQwNzIzNDcyXQ==
1150290,684,80,0,0.0,7d4c5c8-9b01-4af9-b8a1-44d9f157e146,Noise Effect,Background Noise Lab,WzgwLDY3NTMzODIxMl0=
1151896,2290,79,0,0.0,5cd3472-c30a-4f1f-bcdb-506b43aeb6e7,Brothers of the Highway (feat. Edwin Tempelman),Johnny Bolk & Edwin Tempelman,Wzc5LDY3MTQzMjA1Nl0=
1153235,3629,78,0,0.0,8063177-be73-4184-8695-98e5ffec8b18,Unravel (Tokyo Ghoul Theme),Relaxing Piano Crew,Wzc4LDYwNTIxODc4Ml0=
1153955,4349,78,0,0.0,406f942-186c-4818-a7f1-2a6ee3d85225,Loro Asmoro (feat. Darwati & Kambang Ayun),Karawitan Gemblung Budoyo & Darwati & Kambang Ayun,Wzc4LDcyODkzNDA5OF0=
1153974,4368,78,0,0.0,b310f65-7d6b-4b69-8a80-d63f1b953135,Voltas à Cabeça,GNTK & Iris,Wzc4LDcyODkzNDA5OF0=
1155347,5741,77,0,0.0,938666c-b777-4a47-9e45-71dd0431a6f1,Lapagol,Andres vargas,Wzc3LDY4MzIxODI3MV0=
1156100,6494,76,0,0.0,1e840ad-3ec8-9a2c-8bcc-aa1c026db3d8,Stasiun Tugu,Nella Kharisma,Wzc2LDEzMzUwODA0XQ==
1156669,7063,76,0,0.0,0e9c556-e65e-4b67-8fa4-23037c98ec9c,Подарки,Клоун Плюх,Wzc2LDYzMjI3MzM1OF0=
1156965,7359,76,0,0.0,5fd6c25-0340-4847-9f6a-e7fdc30255d1,Picara,Los Kuatreros Del Sur,Wzc2LDY3ODE2Nzg2Nl0=
1157758,8152,75,0,0.0,1e840ad-4263-479a-a17e-a0369fe50396,Teleng Pacitan,Via Vallen,Wzc1LDE1Njg0NjkwXQ==
1158660,9054,75,0,0.0,de668ee-840e-4650-a618-c3c812fa5854,Pəncərə,Dəyirman & Rasim Müzəffərli,Wzc1LDY3Mjc1NTYxMV0=
1159185,9579,75,0,0.0,a8fff5c-50f4-4cfd-b744-d4b4d69177c9,Nokar Mola Ali Ka,Muhammad Arham Tariq,Wzc1LDc0NjU4NjI1NV0=
1159822,10216,74,0,0.0,51b4b00-aa21-11e9-a9d6-e4434b2a4898,Colors (Code Geass Theme),Relaxing Piano Crew,Wzc0LDQ4MjMyNDQ0XQ==
1162188,12582,73,0,0.0,56e406d-7f56-4b3a-a718-52c7838c4917,Me Tumbas La Loquera,Sandro Malandro,WzczLDY3ODE1MTk3Nl0=
1162978,13372,72,0,0.0,1e840b4-6af9-739e-9ac2-a0369fe50396,Ogumanga,Evelyn Lagu,WzcyLDE1NTcwODA5XQ==
1164689,15083,71,0,0.0,1e840a8-5301-6640-aa12-aa1c026db3d8,In My Blunt,Casper TNG,WzcxLDEzMzk2Mjk3XQ==
1165032,15426,71,0,0.0,30b2b58-d149-11e9-8d43-e4434b16cb7a,Kill the Messenger,Legions Veil,WzcxLDUwNzkzNTUwXQ==
1165988,16382,71,0,0.0,dd5fdc7-6d12-46b8-9a28-eda54177e229,Sak Menit,POP AKUSTIK,WzcxLDczMDQ1NTk4OV0=
1166756,17150,70,0,0.0,8cf84b6-c166-11e9-8dcb-549f35141000,Lelewamu (feat. Lina),Lina & Langgam Campursari Koplo,WzcwLDQ3NTY5MjI3XQ==
1167897,18291,69,0,0.0,1e8261a-dc10-8018-b2ef-aa1c026db3d8,The Guitar,Guy Clark,WzcwLDc3NDU2NjUxNl0=
1169311,19705,69,0,0.0,0cd2a68-092a-49af-8c54-484e1824cd73,Dugu Kas,Lady Kola,WzY5LDcxMzgxMzYyMV0=
1171209,21603,68,0,0.0,7e68b3a-f5e1-45d6-80fb-ac455471a56e,Asian Drums,Alec Koff,WzY4LDc0MjEyMDMwMV0=
1171953,22347,67,0,0.0,35c8116-770b-11e9-8dd7-e4434b16cb7a,Unterwasser,432 Hz,WzY3LDQzNzg1MjA0XQ==
1172633,23027,67,0,0.0,fff1390-0d11-407b-94ec-098f00eca05e,ReZero Realize Season 2 Opening,Otakus Beat,WzY3LDY4MzQyMjYzNl0=
1174876,25270,66,0,0.0,4788a54-7934-478f-a1e9-5b13018bf26a,Con Le Mani Al Cielo (feat. M¥SS KETA),Gabry Ponte & M¥SS KETA,WzY2LDc2NDMyNjI5M10=
1174992,25386,65,0,0.0,1e8263f-af9b-3e2c-a40d-aa1c026db3d8,Melhor do Que Você Pensa,Tequila Baby,WzY1LDc0NDQzOV0=
1175593,25987,65,0,0.0,095b14c-39c8-11ea-b575-801844ee83a6,We All Start Somewhere,Richard Schroder,WzY1LDQ5ODMxMDg2XQ==
1176140,26534,65,0,0.0,52fa85a-2961-46b3-9bcc-0e6ad8c0f57d,Jism,Rai Jujhar,WzY1LDY3OTU0ODM4MV0=
1179523,29917,63,0,0.0,856a18a-8d3a-41da-843d-d7e695152157,I think I'm in love,Elijah Lee,WzYzLDY1NDAwMDkzOV0=
1183129,33523,61,0,0.0,eb83a80-019e-4d8c-9f52-01e35c3c6a24,Pantai Prigi Cidro Janji,NIKEN SALINDRY,WzYxLDY2MzIwNDYxMV0=
1184506,34900,60,0,0.0,c44e85e-6789-11e9-86b4-e4434b2a4898,Y Nos Dieron Las 10,Mariano Barba,WzYwLDQ2NjIzNTczXQ==
1185264,35658,60,0,0.0,f63dc8a-ff92-4a92-8be4-9dbd8fced3fe,Anfans Mwen,Tikawo Trafik,WzYwLDY4NTAxNjA5Nl0=
1187448,37842,59,0,0.0,91a228e-e2e1-4fe1-bb32-845700320fa4,Sou Laçador,Sandro De Oliveira & Grupo Fole Solto,WzU5LDczMzY4ODUwMV0=
1188848,39242,58,0,0.0,f61e0ee-ad93-4b18-bd7b-ae9e43b20c66,My Hero Academia (Peace Sign),Otakus Beat,WzU4LDY2ODAxMzE5OF0=
1190771,41165,57,0,0.0,cbb21ef-f7ab-496e-ac52-642e23f91b3b,Again YUI (Full Metal),Otakus Beat,WzU3LDY2Mzg4NjQ0NV0=
1190973,41367,57,0,0.0,477363f-8c52-4ee0-ae33-452eb35d7773,Anting Anting (feat. Itok & Wulandari),Campursari Sangga Buana & Itok & Wulandari,WzU3LDY4MDgzMzQ0NV0=
1190989,41383,57,0,0.0,7dd0f67-ba92-4a5d-b33d-ed60eb1d806a,La Bolita,Orquesta Rumba Kids,WzU3LDY4MDgzMzQ0NV0=
1191225,41619,57,0,0.0,5e61227-dcad-4b9b-9910-abf9335e74d9,More Than a Woman,The Triple Brothers,WzU3LDcyODQ2NDQ4M10=
1191998,42392,56,0,0.0,5e2c8fa-c863-11e8-a390-549f35141000,Was I Just Another One,Gregory Alan Isakov,WzU2LDI2Mjg3MDkwXQ==
1192028,42422,56,0,0.0,478c3d6-fa0e-11e8-9514-549f35141000,Don't Care,Eddy Kenzo,WzU2LDMyMjcyNzEzXQ==
1194397,44791,55,0,0.0,9f704d2-a0e9-4367-8c14-91df00abfd2c,"Amores , Amores",Rosita de Espinar,WzU1LDYzMjY0ODcxM10=
1195301,45695,55,0,0.0,730cf02-5ef5-4a68-8a64-965bc0443b96,TeddyBear,Alexy,WzU1LDc2NDEyMTM3M10=
1196335,46729,54,0,0.0,201a7e5-fec0-4336-9dae-d3e739e3175f,Products And Services,Alec Koff,WzU0LDYzOTAxNjIwN10=
1196786,47180,54,0,0.0,c1786ab-a8aa-4000-8c03-298e61c2e7d7,Batmen Deso (feat. Ratna Antika),Dangdut Koplo Nirwana & Ratna Antika,WzU0LDY4NDkyMjcwMl0=
1197316,47710,53,0,0.0,1e8261f-40b1-b6b4-bf24-a0369fe50396,Claro,Tito Rojas,WzUzLDEzMDg4MzNd
1197971,48365,53,0,0.0,ed898ac-bc76-11e9-b69a-549f35161576,Fortnite Dance,Monti MC,WzUzLDQ2MzczOTE2XQ==
1198140,48534,53,0,0.0,504e51e-3d71-42d7-9380-8cc5d3918916,Wishes Come True,Relaxing Piano Crew,WzUzLDYwNDYwODIyM10=
1200166,560,52,0,0.0,9bb3292-ca09-47d2-b0c7-bd8d6e3ee4f2,ta piosenka nie jest smutna,Prometh,WzUyLDYxNDI5MzQxNF0=
1200493,887,52,0,0.0,0001a66-0309-42a2-9a60-f603e8da5fba,Silhouette (Naruto Shippuden),Otakus Beat,WzUyLDY2Mzk4NzcwMF0=
1200755,1149,52,0,0.0,52617c1-1fdd-43c8-9922-1ada28640152,Kayes-Ba,Boubacar Traoré,WzUyLDY4ODk0NTU4OF0=
1202770,3164,51,0,0.0,01ec369-5e00-436c-b66b-997069bdb69f,DJ Booma Ye,Alva Kenzo,WzUxLDcwODgzODI0OF0=
1203805,4199,50,0,0.0,f458a5e-dedb-11e9-a51c-549f35141000,Review,Relaxing Piano Crew,WzUwLDQ1ODA1NzIzXQ==
1203806,4200,50,0,0.0,f5ec730-dedb-11e9-88be-549f35141000,So Sad,Relaxing Piano Crew,WzUwLDUyNjc5NTkyXQ==
1204396,4790,50,0,0.0,49df420-4a4e-4f61-b5f0-4b2651d19d16,amg mercedes,Lil Kiing,WzUwLDY3MDk0MjE5OV0=
1204964,5358,50,0,0.0,861d885-0390-4922-bc32-d87ab6bc49ce,S & M,The Flashers Brothers,WzUwLDc2Njc4MjI1N10=
1207718,8112,48,0,0.0,c4352b2-be66-11e9-8e9d-e4434b2a4898,Agoreuo,Serge Legran,WzQ4LDUwOTg4ODI3XQ==
1207994,8388,48,0,0.0,df46b01-6b60-4b44-8089-05e2aa4219ae,When I'm Done,Zeek Power,WzQ4LDYyMDAyMTg5NF0=
1209598,9992,47,0,0.0,5114e44-e3de-11e8-8a16-801844ee83a6,Siti Nurbaya,Julia Perrez,WzQ3LDI3MjIzOTg3XQ==
1210745,11139,47,0,0.0,ec6d6b9-285d-4198-9135-46f07b3092c0,Ki Rani Nbanlek,Chakir,WzQ3LDcyMzQ1MDg0NF0=
1214916,15310,45,0,0.0,8af10c4-645b-4f63-9110-092f33eee740,Kül Oldum,Retrib,WzQ1LDc4NDEzNjgwMV0=
1218552,18946,43,0,0.0,2e4899c-c4df-4af3-9f87-6b9f61bd942b,Anak Gadis,SSK & G & Farhan,WzQzLDY4NDI3MDEzNV0=
1218632,19026,43,0,0.0,3fc5c02-2d6c-4490-a6fb-02177e9c0afe,Hey Kitty Kitty,Hott Kitty Kat,WzQzLDcwNzE0NTc3N10=
1221242,21636,41,0,0.0,1e82630-a962-f400-89a6-aa1c026db3d8,Doña bella,Bobby Valentin,WzQxLDE5NTE4ODBd
1222694,23088,41,0,0.0,12c9bf7-c2c3-42f5-bde2-b6215fd72376,Cavaleiro Alado,Alcymar Monteiro,WzQxLDY4Mzc0NjI5M10=
1223102,23496,41,0,0.0,7bae731-4fd8-4643-b6b2-eb8a04333b0a,Nowhere,Garrett Kato,WzQxLDc1MDQ3Mjc2OF0=
1223416,23810,40,0,0.0,1e82737-bc06-2ca0-8185-a0369fe50396,Mad Hatter's Tea Party,Cats in Space,WzQwLDEyNDA5OTY1XQ==
1224989,25383,40,0,0.0,d3e3c6b-6d3b-480c-8292-def6ec284c45,Alison,Claus & Mahatma,WzQwLDcyOTM5NzQ0MF0=
1226203,26597,39,0,0.0,fea8467-0451-46c2-9adf-5201fbe0b2d0,Pamudji (feat. Putri),Langgam Campursari Sangga Buana & Putri,WzM5LDYyOTA2OTIzMl0=
1226635,27029,39,0,0.0,ad17e69-6146-4998-bdcb-958abf5db0a9,Shoebox,July,WzM5LDY3NzA0NjkxNF0=
1229218,29612,38,0,0.0,6212e44-1ba8-4efb-a6e0-b9aceb217030,Jueves 10,Jair Aguirre,WzM4LDgwMTgwMDk0OF0=
1230171,30565,37,4,12.12,8d5d7ac-5874-11ea-8275-e4434b2a4898,Anthem #2 - (D.j. Cerla Floorfiller Mix),Floorfilla & DJ Cerla & D.A.S.,WzM3LDU1NDg1MzE1XQ==
1231663,32057,36,0,0.0,1e82767-173f-84b6-afa7-a0369fe50396,Space is the place,Men I Trust,WzM2LDExMjY3Mzg3XQ==
1234161,34555,35,0,0.0,bd2c160-8f7b-11e9-9b12-549f35161576,Chopsticks,Relaxing Piano Crew,WzM1LDQ0MDAzMzk2XQ==
1234655,35049,35,0,0.0,6ca2a63-8857-4fda-b26f-e339fac4223f,Ты у меня одна (DJ Лейтенант Edit),Revoльvers & DJ Лейтенант,WzM1LDY1NjU0NDMzMV0=
1234870,35264,35,0,0.0,18a80bb-d11d-4d9d-8e35-74da40fff5a7,Ski (Freestyle Challenge),Shadiek,WzM1LDY3MzM0OTQ1MV0=
1235550,35944,35,0,0.0,0a035af-d1fb-4b2f-b1c3-99b2bd5c9def,Puppies,Pozer,WzM1LDc5NDA3MTcxN10=
1235940,36334,34,0,0.0,1e840cc-1ced-f554-b0c6-a0369fe50396,Fuck Everybody,Terror Reid & Getter,WzM0LDE3NDQzNzgwXQ==
1236697,37091,34,0,0.0,5ebfe7f-03e8-4877-90f9-f581b340d908,Valentines Frenzy,DJ Frenzy,WzM0LDYzODM4MjA1OF0=
1238906,39300,33,0,0.0,95f3d2b-60f2-4813-a351-3270c282236f,Let's Move On - 133 BPM,Fitness Music,WzMzLDY2MzczNzQ1MF0=
1239087,39481,33,0,0.0,e9b33f6-eb06-49c8-9df6-f7b5ae1bfa79,O@SIS,2Z,WzMzLDY2OTYwMTI5Ml0=
1239618,40012,33,0,0.0,f432c91-1f72-4b29-aae8-bd9e3e9338d5,Tensei Shitara Slime Datta Ken,Anime Ost Lofi,WzMzLDc1MzUzODA1N10=
1241489,41883,32,0,0.0,b71d031-df65-402e-8efe-3baab7ee7b09,Kal Lütfen,Amo988,WzMyLDY5NDk0NzMzMl0=
1243765,44159,31,0,0.0,fefc93a-b76a-4cd8-b62d-82fedc2524f0,Rešavam,Dizzy & Lacku,WzMxLDcxNDk3OTI3M10=
1243889,44283,31,0,0.0,e5a2ca6-21de-4d3a-8dde-4005307d1f69,Романтика,Девиантный Диалект,WzMxLDcyOTcyNDY3MV0=
1245491,45885,30,0,0.0,9c4ca04-2acd-4260-b50e-b354005ec3f8,Something About the Rain,Jeter Jones & David Jones,WzMwLDY2NDQ4NDg4OV0=
1245637,46031,30,0,0.0,81b0ccf-e574-4c6a-8ef8-0a514d47c840,Dancey Dancey,Biniyam Shibre,WzMwLDY3NzQ2ODY1Ml0=
1247404,47798,29,0,0.0,d28adb7-ef76-4c0d-ba48-48ec1b77cfc2,Rain Noises,Rain Sounds,WzI5LDYyNzczMTY0MV0=
1247925,48319,29,0,0.0,fdf9c19-4506-49e7-8735-685d50354d8f,Attack on Titan Season 4 Ending Shock,Otakus Beat,WzI5LDY4NDAwNDUxM10=
1247944,48338,29,0,0.0,2ce6d30-c867-4566-a7c2-8be660b929dd,Mi Vieja,Lenin Jr,WzI5LDY4NDAwNDUxM10=
1250152,546,28,0,0.0,72d55e6-0377-4c7e-9701-1d968b58df34,Mob Psycho 100 (Season) 2 Opening 999,Otakus Beat,WzI4LDY3OTExNjc3Nl0=
1254553,4947,26,0,0.0,d91c4ad-c916-4e63-8458-d244f498b672,Fire Relaxation,Fire Sounds,WzI2LDY3MjQwODAzOV0=
1258519,8913,24,0,0.0,7308a69-4ba4-4991-a4d9-c6f5dbf79264,Mandi Madu (Pop Keroncong) (Live),Hetty Koes Endang,WzI0LDYzMzg0NDI1MF0=
1258638,9032,24,0,0.0,71d7e15-4a43-4eea-b518-e7d8c54429b1,Nightly Routine,Relaxing Piano Crew,WzI0LDY0Mjk3MjMyNV0=
1258995,9389,24,0,0.0,6c70df4-7164-4b66-b6f4-303dae57b7d7,Kindness,John Mueller,WzI0LDY3MzE0MTcwOF0=
1259657,10051,24,0,0.0,81a382e-9a81-43a2-8122-e7a9d401a2f6,Demons In The Dark,Money Man & Key Glock,WzI0LDgwODEzNzM4Nl0=
1263005,13399,22,0,0.0,0a178c9-e369-47dd-b303-6872926a4025,Sons of Odin,Fuimadane,WzIyLDYyNTI4Mzk1OV0=
1265060,15454,21,0,0.0,86bb967-cb7c-4c51-b8e8-f9579e53787d,Voy a Poner a Madrid a Llorar,Selecto Picasso & Blakk999,WzIxLDYxNjA0NzYyMl0=
1265469,15863,21,0,0.0,e6d1702-2514-49de-9d09-31e290b269cd,КАЩЕЙ,dmtboy,WzIxLDY2NzMwMzQ0N10=
